,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Component 3,Role 3,Mole Fraction 3,Exact Amount 3,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),DielectricConstant Value (),DielectricConstant Uncertainty (),Density Value (g / ml),Density Uncertainty (g / ml),ExcessMolarVolume Value (cm ** 3 / mol),ExcessMolarVolume Uncertainty (cm ** 3 / mol),Source,match
4883,-4124038169208546145,298.15,101.325,Liquid,2,CCO,Solvent,0.4595,,O=Cc1ccccc1,Solvent,0.5405,,,,,,1.28,0.00535,,,,,,,10.1016/j.jct.2011.05.014,thr
4884,-2116036423658899238,298.15,101.325,Liquid,2,CCO,Solvent,0.2286,,O=Cc1ccccc1,Solvent,0.7714,,,,,,0.913,0.00415,,,,,,,10.1016/j.jct.2011.05.014,thr
4918,3144577604329062640,298.15,101.0,Liquid,2,CCO,Solvent,0.7983,,Cc1cc(C)cc(C)c1,Solvent,0.2017,,,,,,,,,,0.8132400000000002,6.0000000000000015e-05,,,10.1016/j.jct.2005.10.022,thr
4919,-1662951006364562919,298.15,101.0,Liquid,2,CCO,Solvent,0.5045,,Cc1cc(C)cc(C)c1,Solvent,0.4955,,,,,,,,,,0.8371700000000002,7.000000000000002e-05,,,10.1016/j.jct.2005.10.022,thr
4920,4115715065403199721,298.15,101.0,Liquid,2,CCO,Solvent,0.2036,,Cc1cc(C)cc(C)c1,Solvent,0.7964,,,,,,,,,,0.8523200000000003,9.000000000000002e-05,,,10.1016/j.jct.2005.10.022,thr
5238,496539592167132908,298.15,101.0,Liquid,2,CCO,Solvent,0.7008099999999999,,OCC(F)(F)F,Solvent,0.29919,,,,,,-0.6289,0.00285,,,,,,,10.1016/j.tca.2007.04.012,thr
5239,4661534216353979911,298.15,101.0,Liquid,2,CCO,Solvent,0.49615,,OCC(F)(F)F,Solvent,0.50385,,,,,,-0.6569,0.003,,,,,,,10.1016/j.tca.2007.04.012,thr
5240,-6681689688441924,298.15,101.0,Liquid,2,CCO,Solvent,0.20362,,OCC(F)(F)F,Solvent,0.79638,,,,,,-0.3529,0.00175,,,,,,,10.1016/j.tca.2007.04.012,thr
5241,4165252714638980216,298.15,101.0,Liquid,2,CCO,Solvent,0.69992,,OCC(F)(F)F,Solvent,0.30008,,,,,,,,,,0.9813600000000002,9.500000000000002e-05,,,10.1016/j.tca.2007.04.012,thr
5242,-6418800418765094994,298.15,101.0,Liquid,2,CCO,Solvent,0.49973,,OCC(F)(F)F,Solvent,0.50027,,,,,,,,,,1.1016,0.000155,,,10.1016/j.tca.2007.04.012,thr
5243,8171215614570655278,298.15,101.0,Liquid,2,CCO,Solvent,0.21492,,OCC(F)(F)F,Solvent,0.78508,,,,,,,,,,1.2641500000000003,0.000105,,,10.1016/j.tca.2007.04.012,thr
5280,3532505950768624466,298.15,101.0,Liquid,2,CCO,Solvent,0.7529,,COC(C)(C)C,Solvent,0.2471,,,,,,,,,,0.7694600000000003,0.000115,,,10.1016/j.jct.2011.02.018,thr
5281,-8030723262958519680,298.15,101.0,Liquid,2,CCO,Solvent,0.4992999999999999,,COC(C)(C)C,Solvent,0.5007,,,,,,,,,,0.7560800000000002,0.00012,,,10.1016/j.jct.2011.02.018,thr
5282,-9095537566669014357,298.15,101.0,Liquid,2,CCO,Solvent,0.251,,COC(C)(C)C,Solvent,0.749,,,,,,,,,,0.7453000000000002,0.00012,,,10.1016/j.jct.2011.02.018,thr
5476,-6542395649575535234,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2043,,CCO,Solvent,0.7957,,,,,,,,,,0.7768700000000002,0.00024,,,10.1016/j.jct.2006.06.008,thr
5477,-3968703329460224578,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.5027,,CCO,Solvent,0.4972999999999999,,,,,,,,,,0.7727300000000003,0.000245,,,10.1016/j.jct.2006.06.008,thr
5478,87735513022291539,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7051,,CCO,Solvent,0.2949,,,,,,,,,,0.7720300000000001,0.000245,,,10.1016/j.jct.2006.06.008,thr
5479,3873511866492770338,298.15,101.0,Liquid,2,C1CCCC1,Solvent,0.2926,,CCO,Solvent,0.7074,,,,,,,,,,0.7635500000000002,0.00026,,,10.1016/j.jct.2006.06.008,thr
5480,4959638133226213598,298.15,101.0,Liquid,2,C1CCCC1,Solvent,0.489,,CCO,Solvent,0.511,,,,,,,,,,0.7539400000000003,0.000275,,,10.1016/j.jct.2006.06.008,thr
5481,-2747749805846517312,298.15,101.0,Liquid,2,C1CCCC1,Solvent,0.7012,,CCO,Solvent,0.2987999999999999,,,,,,,,,,0.7462800000000002,0.000295,,,10.1016/j.jct.2006.06.008,thr
5512,-3749228101170749502,298.15,101.0,Liquid,2,CC12CCC(CC1)C(C)(C)O2,Solvent,0.2075,,CCO,Solvent,0.7925,,,,,,,,,,0.8479500000000002,6.500000000000002e-05,,,10.1016/j.jct.2009.08.016,thr
5513,-6002012659409873001,298.15,101.0,Liquid,2,CC12CCC(CC1)C(C)(C)O2,Solvent,0.502,,CCO,Solvent,0.498,,,,,,,,,,0.8906400000000002,7.000000000000002e-05,,,10.1016/j.jct.2009.08.016,thr
5514,1935324548076312573,298.15,101.0,Liquid,2,CC12CCC(CC1)C(C)(C)O2,Solvent,0.6969,,CCO,Solvent,0.3031,,,,,,,,,,0.9062700000000002,8.500000000000002e-05,,,10.1016/j.jct.2009.08.016,thr
5554,9145536337259903133,298.15,101.0,Liquid,2,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,Solvent,0.286,,CCO,Solvent,0.714,,,,,,0.876,0.0265,,,,,,,10.1016/j.jct.2013.09.024,thr
5555,-8949845248743987407,298.15,101.0,Liquid,2,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,Solvent,0.488,,CCO,Solvent,0.512,,,,,,1.109,0.0335,,,,,,,10.1016/j.jct.2013.09.024,thr
5556,-3973548455895822781,298.15,101.0,Liquid,2,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,Solvent,0.701,,CCO,Solvent,0.299,,,,,,1.0,0.0305,,,,,,,10.1016/j.jct.2013.09.024,thr
5557,4257265123679556336,298.15,101.0,Liquid,2,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,Solvent,0.2002,,CCO,Solvent,0.7998000000000001,,,,,,,,,,0.8499000000000002,6.500000000000002e-05,,,10.1016/j.jct.2013.09.024,thr
5558,6434043182768049821,298.15,101.0,Liquid,2,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,Solvent,0.5012,,CCO,Solvent,0.4988,,,,,,,,,,0.9005900000000002,5.5000000000000016e-05,,,10.1016/j.jct.2013.09.024,thr
5559,-9219767226751833284,298.15,101.0,Liquid,2,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,Solvent,0.7897,,CCO,Solvent,0.2103,,,,,,,,,,0.9274800000000002,6.0000000000000015e-05,,,10.1016/j.jct.2013.09.024,thr
5649,7001388755066886287,298.15,101.3,Liquid,2,CCO,Solvent,0.802,,CCOC(C)(C)C,Solvent,0.198,,,,,,,,,,0.7715470000000002,0.0004975,,,10.1016/j.jct.2007.05.005,thr
5650,-6823001849728876818,298.15,101.3,Liquid,2,CCO,Solvent,0.496,,CCOC(C)(C)C,Solvent,0.504,,,,,,,,,,0.7553250000000002,0.000522,,,10.1016/j.jct.2007.05.005,thr
5651,9110065761434853089,298.15,101.3,Liquid,2,CCO,Solvent,0.1979999999999999,,CCOC(C)(C)C,Solvent,0.802,,,,,,,,,,0.7433390000000002,0.00054,,,10.1016/j.jct.2007.05.005,thr
5720,6499314846902301101,293.15,100.0,Liquid,2,CCO,Solvent,0.7501,,OCc1ccco1,Solvent,0.2499,,,,,,,,,,0.9095500000000002,0.000485,,,10.1016/j.tca.2015.04.032,thr
5721,4641138587745993971,293.15,100.0,Liquid,2,CCO,Solvent,0.4999,,OCc1ccco1,Solvent,0.5001,,,,,,,,,,1.0016300000000002,0.00048,,,10.1016/j.tca.2015.04.032,thr
5722,-3563868135798428011,293.15,100.0,Liquid,2,CCO,Solvent,0.2492999999999999,,OCc1ccco1,Solvent,0.7507,,,,,,,,,,1.0741900000000002,0.000485,,,10.1016/j.tca.2015.04.032,thr
5747,4354247917978181915,298.15,101.3,Liquid,2,CCCCCCCC,Solvent,0.2616,,CCO,Solvent,0.7384,,,,,,,,,,0.7429400000000003,0.00136,,,10.1021/je034053i,thr
5748,1581781316647399731,298.15,101.3,Liquid,2,CCCCCCCC,Solvent,0.5175,,CCO,Solvent,0.4825,,,,,,,,,,0.7211300000000002,0.00145,,,10.1021/je034053i,thr
5749,-6121044657378763363,298.15,101.3,Liquid,2,CCCCCCCC,Solvent,0.7226,,CCO,Solvent,0.2774,,,,,,,,,,0.7088000000000001,0.0015,,,10.1021/je034053i,thr
5920,-3280754947558351131,298.15,101.0,Liquid,2,CCO,Solvent,0.7525999999999999,,CN(CCO)CCO,Solvent,0.2474,,,,,,,,,,0.9071800000000002,0.000725,,,10.1021/je700245a,thr
5921,4058439906432146405,298.15,101.0,Liquid,2,CCO,Solvent,0.5194,,CN(CCO)CCO,Solvent,0.4806,,,,,,,,,,0.9682800000000004,0.000555,,,10.1021/je700245a,thr
5922,1059142752337644618,298.15,101.0,Liquid,2,CCO,Solvent,0.2084,,CN(CCO)CCO,Solvent,0.7916,,,,,,,,,,1.0153,0.0005,,,10.1021/je700245a,thr
5929,2936891430736851861,298.15,101.3,Liquid,2,CC(=O)CC(C)C,Solvent,0.2369,,CCO,Solvent,0.7631,,,,,,0.7082,0.0081,,,,,,,10.1016/j.tca.2004.09.012,thr
5930,-7273265939612159695,298.15,101.3,Liquid,2,CC(=O)CC(C)C,Solvent,0.5,,CCO,Solvent,0.5,,,,,,1.1663,0.01265,,,,,,,10.1016/j.tca.2004.09.012,thr
5931,-1763106912018490427,298.15,101.3,Liquid,2,CC(=O)CC(C)C,Solvent,0.7954,,CCO,Solvent,0.2046,,,,,,0.9703,0.0107,,,,,,,10.1016/j.tca.2004.09.012,thr
6037,-7475174979209118157,303.15,101.0,Liquid,2,C=COCCC,Solvent,0.2564,,CCO,Solvent,0.7436,,,,,,0.539035,0.0058445,,,,,,,10.1021/je7005743,thr
6038,3770170356722495071,303.15,101.0,Liquid,2,C=COCCC,Solvent,0.4899,,CCO,Solvent,0.5101,,,,,,0.874179,0.009396,,,,,,,10.1021/je7005743,thr
6039,-5877240654880934945,303.15,101.0,Liquid,2,C=COCCC,Solvent,0.7456,,CCO,Solvent,0.2543999999999999,,,,,,0.950529,0.010205,,,,,,,10.1021/je7005743,thr
6040,1553431072396089449,293.15,101.0,Liquid,2,C=COCCC,Solvent,0.2002,,CCO,Solvent,0.7998000000000001,,,,,,,,,,0.7833700000000002,0.00012,,,10.1021/je700094y,thr
6041,-6669461278718065596,293.15,101.0,Liquid,2,C=COCCC,Solvent,0.5006,,CCO,Solvent,0.4993999999999999,,,,,,,,,,0.7763900000000001,0.000125,,,10.1021/je700094y,thr
6042,4067654631874211130,293.15,101.0,Liquid,2,C=COCCC,Solvent,0.7005,,CCO,Solvent,0.2995,,,,,,,,,,0.7726100000000002,0.000125,,,10.1021/je700094y,thr
6072,-1235996565440609087,298.15,101.0,Liquid,2,CCO,Solvent,0.7525,,O=C(O)C1CC1,Solvent,0.2475,,,,,,,,,,0.8865100000000002,0.000175,,,10.1021/je800930v,thr
6073,-2810871783827106391,298.15,101.0,Liquid,2,CCO,Solvent,0.4649999999999999,,O=C(O)C1CC1,Solvent,0.535,,,,,,,,,,0.9767500000000002,0.00011,,,10.1021/je800930v,thr
6074,-8918049702352122243,298.15,101.0,Liquid,2,CCO,Solvent,0.2458,,O=C(O)C1CC1,Solvent,0.7542,,,,,,,,,,1.0315600000000005,0.000115,,,10.1021/je800930v,thr
6143,8993733398769314323,298.15,101.325,Liquid,2,CCO,Solvent,0.7596,,CCc1ccccc1,Solvent,0.2404,,,,,,,,,,0.8176000000000002,0.0015,,,10.1021/je049912x,thr
6144,5700293351304777956,298.15,101.325,Liquid,2,CCO,Solvent,0.4469999999999999,,CCc1ccccc1,Solvent,0.553,,,,,,,,,,0.8423000000000002,0.0016,,,10.1021/je049912x,thr
6145,5439082762906000040,298.15,101.325,Liquid,2,CCO,Solvent,0.2618,,CCc1ccccc1,Solvent,0.7382,,,,,,,,,,0.8536000000000002,0.00165,,,10.1021/je049912x,thr
6152,7030934299488143955,298.15,101.0,Liquid,2,CCO,Solvent,0.6749,,CO,Solvent,0.3251,,,,,,,,,,0.7854400000000002,0.00012,,,10.1021/je700300y,thr
6153,-2155683349926293164,298.15,101.0,Liquid,2,CCO,Solvent,0.4407999999999999,,CO,Solvent,0.5592,,,,,,,,,,0.7857000000000003,0.00012,,,10.1021/je700300y,thr
6154,556858780524065979,298.15,101.0,Liquid,2,CCO,Solvent,0.2818,,CO,Solvent,0.7182,,,,,,,,,,0.7859500000000003,0.00012,,,10.1021/je700300y,thr
6155,-3187099272471837221,298.15,100.5,Liquid,2,CCO,Solvent,0.75,,CCOC(=O)CC(C)C,Solvent,0.25,,,,,,,,,,0.8189000000000002,0.000215,,,10.1021/je050402s,thr
6156,4350496906224287610,298.15,100.5,Liquid,2,CCO,Solvent,0.5,,CCOC(=O)CC(C)C,Solvent,0.5,,,,,,,,,,0.8380200000000002,0.00022,,,10.1021/je050402s,thr
6157,-7113900606473385133,298.15,100.5,Liquid,2,CCO,Solvent,0.25,,CCOC(=O)CC(C)C,Solvent,0.75,,,,,,,,,,0.8505500000000001,0.000245,,,10.1021/je050402s,thr
6158,5276614119188174921,298.15,100.5,Liquid,2,CCO,Solvent,0.75,,COC(=O)c1ccccc1,Solvent,0.25,,,,,,,,,,0.9127300000000004,0.000155,,,10.1021/je050402s,thr
6159,1149056159278933660,298.15,100.5,Liquid,2,CCO,Solvent,0.5,,COC(=O)c1ccccc1,Solvent,0.5,,,,,,,,,,0.9912300000000004,0.000145,,,10.1021/je050402s,thr
6160,-8306191639511302385,298.15,100.5,Liquid,2,CCO,Solvent,0.25,,COC(=O)c1ccccc1,Solvent,0.75,,,,,,,,,,1.0446700000000004,0.00019,,,10.1021/je050402s,thr
6161,-740822645669691740,298.15,100.5,Liquid,2,CC(=O)OCc1ccccc1,Solvent,0.25,,CCO,Solvent,0.75,,,,,,,,,,0.9069200000000002,0.00015,,,10.1021/je050402s,thr
6162,-6174427627244942718,298.15,100.5,Liquid,2,CC(=O)OCc1ccccc1,Solvent,0.5,,CCO,Solvent,0.5,,,,,,,,,,0.9754400000000004,0.000115,,,10.1021/je050402s,thr
6163,-2448643351750446858,298.15,100.5,Liquid,2,CC(=O)OCc1ccccc1,Solvent,0.75,,CCO,Solvent,0.25,,,,,,,,,,1.0195800000000004,0.000115,,,10.1021/je050402s,thr
6164,-9075839553592393215,298.15,100.5,Liquid,2,CCO,Solvent,0.75,,CCOC(=O)c1ccccc1O,Solvent,0.25,,,,,,,,,,0.94342,0.000125,,,10.1021/je050402s,thr
6165,-3892341962610423332,298.15,100.5,Liquid,2,CCO,Solvent,0.5,,CCOC(=O)c1ccccc1O,Solvent,0.5,,,,,,,,,,1.0306300000000004,0.00013,,,10.1021/je050402s,thr
6166,-4017235749819225319,298.15,100.5,Liquid,2,CCO,Solvent,0.25,,CCOC(=O)c1ccccc1O,Solvent,0.75,,,,,,,,,,1.0861200000000002,0.00016,,,10.1021/je050402s,thr
6167,-3719950732395928667,298.15,100.5,Liquid,2,CCC(=O)OCc1ccccc1,Solvent,0.25,,CCO,Solvent,0.75,,,,,,,,,,0.9029600000000002,0.000155,,,10.1021/je050402s,thr
6168,1991834851714537909,298.15,100.5,Liquid,2,CCC(=O)OCc1ccccc1,Solvent,0.5,,CCO,Solvent,0.5,,,,,,,,,,0.9642200000000004,0.00013,,,10.1021/je050402s,thr
6169,-6288320812658772422,298.15,100.5,Liquid,2,CCC(=O)OCc1ccccc1,Solvent,0.75,,CCO,Solvent,0.25,,,,,,,,,,1.0017300000000002,0.000135,,,10.1021/je050402s,thr
6250,-5683897823364718591,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.2971,,CCO,Solvent,0.7029000000000001,,,,,,,,,,0.8668600000000002,0.000195,,,10.1021/je0342825,asp
6251,6144773740644343016,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.4961,,CCO,Solvent,0.5039,,,,,,,,,,0.9199600000000002,0.0002,,,10.1021/je0342825,asp
6252,-5626793469812917367,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.7031,,CCO,Solvent,0.2969,,,,,,,,,,0.97355,0.00021,,,10.1021/je0342825,asp
6253,979431272907395905,298.15,100.0,Liquid,2,CC(=O)O,Solvent,0.5,,CCO,Solvent,0.5,,,,,,0.0,0.0005,,,,,,,10.1021/je200595b,asp
6275,6471787502861611505,298.15,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.2584,,CCO,Solvent,0.7416,,,,,,,,,,0.7933000000000001,0.0005,,,10.1021/je050416y,thr
6276,-1167447214385905595,298.15,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.5495,,CCO,Solvent,0.4505,,,,,,,,,,0.8018000000000002,0.0005,,,10.1021/je050416y,thr
6277,-183303408888397606,298.15,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.6765,,CCO,Solvent,0.3235,,,,,,,,,,0.8048000000000002,0.0005,,,10.1021/je050416y,thr
6278,-5676533552200653888,298.15,101.3,Liquid,2,CCC(C)(C)O,Solvent,0.2807,,CCO,Solvent,0.7193,,,,,,-0.7056,0.0031,,,,,,,10.1021/je101031j,thr
6279,990080040322458493,298.15,101.3,Liquid,2,CCC(C)(C)O,Solvent,0.4607,,CCO,Solvent,0.5393,,,,,,-0.95,0.00405,,,,,,,10.1021/je101031j,thr
6280,-4272119087087798273,298.15,101.3,Liquid,2,CCC(C)(C)O,Solvent,0.7306,,CCO,Solvent,0.2694,,,,,,-0.7709,0.00335,,,,,,,10.1021/je101031j,thr
6281,3726574564069492475,298.15,101.0,Liquid,2,CC(C)CCO,Solvent,0.2584,,CCO,Solvent,0.7416,,,,,,,,,,0.7925000000000002,0.0005,,,10.1021/je050416y,thr
6282,492244859121987318,298.15,101.0,Liquid,2,CC(C)CCO,Solvent,0.5495,,CCO,Solvent,0.4505,,,,,,,,,,0.7985000000000002,0.0005,,,10.1021/je050416y,thr
6283,1871833162117459532,298.15,101.0,Liquid,2,CC(C)CCO,Solvent,0.6765,,CCO,Solvent,0.3235,,,,,,,,,,0.8005000000000002,0.0005,,,10.1021/je050416y,thr
6285,-5690214782899866252,298.15,100.0,Liquid,2,CC(=O)OC(C)=O,Solvent,0.75,,CCO,Solvent,0.25,,,,,,1.282,0.0325,,,,,,,10.1021/je200595b,thr
6286,5439582919343793409,298.15,100.0,Liquid,2,CC(=O)OC(C)=O,Solvent,0.5,,CCO,Solvent,0.5,,,,,,1.693,0.043,,,,,,,10.1021/je200595b,thr
6287,5295990626566949048,298.15,100.0,Liquid,2,CC(=O)OC(C)=O,Solvent,0.25,,CCO,Solvent,0.75,,,,,,1.28,0.0325,,,,,,,10.1021/je200595b,thr
6414,-8019792109801497986,298.15,101.0,Liquid,2,CCO,Solvent,0.7725,,OCc1ccccc1,Solvent,0.2275,,,,,,0.1714,0.00195,,,,,,,10.1021/je100095p,thr
6415,8596432584190882660,298.15,101.0,Liquid,2,CCO,Solvent,0.5145,,OCc1ccccc1,Solvent,0.4855,,,,,,0.2232,0.0025,,,,,,,10.1021/je100095p,thr
6416,-5506918069055543664,298.15,101.0,Liquid,2,CCO,Solvent,0.2085,,OCc1ccccc1,Solvent,0.7915,,,,,,0.1293,0.00155,,,,,,,10.1021/je100095p,thr
6417,3177143544284455418,293.15,100.8,Liquid,2,CCO,Solvent,0.2502,,OCc1ccccc1,Solvent,0.7498,,,,,,,,,,1.0089500000000002,9.000000000000002e-05,,,10.1021/je201009c,thr
6418,3315533264960576022,293.15,100.8,Liquid,2,CCO,Solvent,0.5001,,OCc1ccccc1,Solvent,0.4999,,,,,,,,,,0.9600100000000004,0.000105,,,10.1021/je201009c,thr
6419,5075665298139125988,293.15,100.8,Liquid,2,CCO,Solvent,0.75,,OCc1ccccc1,Solvent,0.25,,,,,,,,,,0.8914900000000002,0.0001,,,10.1021/je201009c,thr
6474,-7192778489031124627,298.15,101.0,Liquid,2,CCO,Solvent,0.2,,CN(C)C=O,Solvent,0.8,,,,,,,,,,0.9210600000000002,0.00013,,,10.1021/je700430g,thr
6475,-3704910531703854107,298.15,101.0,Liquid,2,CCO,Solvent,0.5001,,CN(C)C=O,Solvent,0.4999,,,,,,,,,,0.8784600000000002,0.000165,,,10.1021/je700430g,thr
6476,-1002431439656692765,298.15,101.0,Liquid,2,CCO,Solvent,0.7,,CN(C)C=O,Solvent,0.3,,,,,,,,,,0.8454900000000002,0.000195,,,10.1021/je700430g,thr
6531,-4559853941493109317,298.15,100.0,Liquid,2,CCC(=O)OCCN1CCNCC1,Solvent,0.1216199667907902,,CCO,Solvent,0.8783800332092097,,,,,,,,,,0.9685800000000002,6.0000000000000015e-05,,,10.1021/je500380x,thr
6533,4151296836548022871,293.15,101.0,Liquid,2,CCO,Solvent,0.7200048771763577,,Oc1cccc(O)c1,Solvent,0.2799951228236422,,,,,,,,,,0.9811500000000002,6.0000000000000015e-05,,,10.1021/je101173w,thr
6569,-1513733122363543319,298.15,100.8,Liquid,2,CC(C)=O,Solvent,0.25,,CCO,Solvent,0.75,,,,,,,,,,0.7861600000000002,0.000115,,,10.1021/je050010l,thr
6570,-2890115269173769579,298.15,100.8,Liquid,2,CC(C)=O,Solvent,0.4999,,CCO,Solvent,0.5001,,,,,,,,,,0.7861900000000003,0.000115,,,10.1021/je050010l,thr
6571,4453531714001303217,298.15,100.8,Liquid,2,CC(C)=O,Solvent,0.75,,CCO,Solvent,0.25,,,,,,,,,,0.7859000000000002,0.000115,,,10.1021/je050010l,thr
6678,-3104191446124005645,298.15,100.8,Liquid,2,CC(C)(C)O,Solvent,0.75,,CCO,Solvent,0.25,,,,,,,,,,0.7836500000000002,0.000145,,,10.1021/je0501639,thr
6679,-5642102084065003315,298.15,100.8,Liquid,2,CC(C)(C)O,Solvent,0.5,,CCO,Solvent,0.5,,,,,,,,,,0.7841800000000001,0.000135,,,10.1021/je0501639,thr
6680,206860666761397789,298.15,100.8,Liquid,2,CC(C)(C)O,Solvent,0.25,,CCO,Solvent,0.75,,,,,,,,,,0.7844900000000002,0.00013,,,10.1021/je0501639,thr
6802,9072806335350478557,298.15,101.3,Liquid,2,C1CCOCC1,Solvent,0.75,,CCO,Solvent,0.25,,,,,,0.75364,0.007115,,,,,,,10.1021/je049852v,thr
6803,6428368989763857182,298.15,101.3,Liquid,2,C1CCOCC1,Solvent,0.5,,CCO,Solvent,0.5,,,,,,0.8491,0.00794,,,,,,,10.1021/je049852v,thr
6804,-2674355433542016235,298.15,101.3,Liquid,2,C1CCOCC1,Solvent,0.25,,CCO,Solvent,0.75,,,,,,0.57017,0.00553,,,,,,,10.1021/je049852v,thr
6805,-8565015124041398772,298.15,101.3,Liquid,2,C1CCOCC1,Solvent,0.7010000000000001,,CCO,Solvent,0.299,,,,,,,,,,0.8595400000000002,8.500000000000002e-05,,,10.1021/je201140q,thr
6806,2246014903669453954,298.15,101.3,Liquid,2,C1CCOCC1,Solvent,0.504,,CCO,Solvent,0.496,,,,,,,,,,0.8440100000000001,0.0001,,,10.1021/je201140q,thr
6807,-6308770363579118807,298.15,101.3,Liquid,2,C1CCOCC1,Solvent,0.284,,CCO,Solvent,0.716,,,,,,,,,,0.8227400000000002,0.00012,,,10.1021/je201140q,thr
6832,1498980958955068081,303.15,101.0,Liquid,2,CCO,Solvent,0.251,,c1ccncc1,Solvent,0.749,,,,,,-0.0346,0.00085,,,,,,,10.1021/je1002048,thr
6833,-1399574162394932278,303.15,101.0,Liquid,2,CCO,Solvent,0.502,,c1ccncc1,Solvent,0.498,,,,,,-0.0775,0.00165,,,,,,,10.1021/je1002048,thr
6834,109147151377816863,303.15,101.0,Liquid,2,CCO,Solvent,0.734,,c1ccncc1,Solvent,0.266,,,,,,-0.0529,0.0012,,,,,,,10.1021/je1002048,thr
6855,2966858101652237360,293.15,101.0,Liquid,2,CC/C=C\CCOC=O,Solvent,0.5143,,CCO,Solvent,0.4857,,,,,,,,,,0.8492500000000002,0.0019,,,10.1021/je0500025,thr
6856,-6650598127407050017,293.15,101.0,Liquid,2,CC/C=C\CCOC=O,Solvent,0.7254,,CCO,Solvent,0.2745999999999999,,,,,,,,,,0.8753600000000002,0.001715,,,10.1021/je0500025,thr
6857,-7195145660505027718,303.15,101.0,Liquid,2,CC/C=C\CCOC=O,Solvent,0.2154,,CCO,Solvent,0.7846,,,,,,,,,,0.8025300000000002,0.002255,,,10.1021/je0500025,thr
6858,597955592613299292,298.15,100.0,Liquid,2,CCCCOC(C)=O,Solvent,0.2554,,CCO,Solvent,0.7445999999999999,,,,,,,,,,0.8243000000000001,0.0001,,,10.1021/acs.jced.8b00182,thr
6859,7517803316973431649,298.15,100.0,Liquid,2,CCCCOC(C)=O,Solvent,0.4968,,CCO,Solvent,0.5032,,,,,,,,,,0.8472000000000003,5.0000000000000016e-05,,,10.1021/acs.jced.8b00182,thr
6860,-8762951176825717517,298.15,100.0,Liquid,2,CCCCOC(C)=O,Solvent,0.7492,,CCO,Solvent,0.2508,,,,,,,,,,0.8639000000000002,0.0001,,,10.1021/acs.jced.8b00182,thr
6861,3303825872063253353,293.15,101.0,Liquid,2,CCC/C=C/COC(C)=O,Solvent,0.4987,,CCO,Solvent,0.5013000000000001,,,,,,,,,,0.8429000000000002,0.001925,,,10.1021/je0500025,thr
6862,-5742714734150102047,293.15,101.0,Liquid,2,CCC/C=C/COC(C)=O,Solvent,0.7123,,CCO,Solvent,0.2876999999999999,,,,,,,,,,0.8679100000000002,0.001725,,,10.1021/je0500025,thr
6863,2240966280150131368,303.15,101.0,Liquid,2,CCC/C=C/COC(C)=O,Solvent,0.2158,,CCO,Solvent,0.7842,,,,,,,,,,0.8046900000000002,0.00223,,,10.1021/je0500025,thr
6864,-655389833961784504,303.15,101.0,Liquid,2,CC/C=C\CCOC(C)=O,Solvent,0.2381,,CCO,Solvent,0.7619,,,,,,,,,,0.8074900000000002,0.002205,,,10.1021/je0500025,thr
6865,5330348769058462481,303.15,101.0,Liquid,2,CC/C=C\CCOC(C)=O,Solvent,0.4995,,CCO,Solvent,0.5005,,,,,,,,,,0.8368800000000002,0.00197,,,10.1021/je0500025,thr
6866,7789265036974868089,303.15,101.0,Liquid,2,CC/C=C\CCOC(C)=O,Solvent,0.7159,,CCO,Solvent,0.2841,,,,,,,,,,0.8612000000000003,0.001775,,,10.1021/je0500025,thr
6959,-32988513663157190,303.15,100.0,Liquid,2,C=C(C)C(=O)OCCN(C)C,Solvent,0.2021,,CCO,Solvent,0.7979,,,,,,,,,,0.8481300000000002,0.000255,,,10.1021/acs.jced.8b00975,thr
6960,2726283370150452919,303.15,100.0,Liquid,2,C=C(C)C(=O)OCCN(C)C,Solvent,0.5006,,CCO,Solvent,0.4993999999999999,,,,,,,,,,0.8934200000000002,0.000255,,,10.1021/acs.jced.8b00975,thr
6961,1295238996471373679,303.15,100.0,Liquid,2,C=C(C)C(=O)OCCN(C)C,Solvent,0.703,,CCO,Solvent,0.297,,,,,,,,,,0.9091800000000002,0.00026,,,10.1021/acs.jced.8b00975,thr
6995,8546685856526663900,298.15,101.0,Liquid,2,CCCCCC(=O)OCC,Solvent,0.25,,CCO,Solvent,0.75,,,,,,,,,,0.8237200000000002,0.00011,,,10.1021/je050389b,thr
